source,title,url
Hacker News,Deno Desktop,https://docs.deno.com/runtime/desktop/
TechCrunch,Ethan Thornton is trying to do everything all at once,https://techcrunch.com/2026/06/21/ethan-thornton-is-trying-to-do-everything-all-at-once/
Dev.to,The Principle of Least AI,https://dev.to/ingosteinke/the-principle-of-least-ai-4jc0
