source,title,url
Hacker News,Everything in C is undefined behavior,https://blog.habets.se/2026/05/Everything-in-C-is-undefined-behavior.html
TechCrunch,"&#8216;Ask YouTube&#8217; brings AI-powered conversational search to video, adds Gemini Omni to Shorts",https://techcrunch.com/2026/05/19/ask-youtube-brings-ai-powered-conversational-search-to-video-adds-gemini-omni-to-shorts/
Dev.to,Great Little Software: Rackula,https://dev.to/valeriavg/great-little-software-rackula-1pa1
