source,title,url
Hacker News,Pico-Banana-400k,https://github.com/apple/pico-banana-400k
TechCrunch,OpenAI reportedly developing new generative music tool,https://techcrunch.com/2025/10/25/openai-reportedly-developing-new-generative-music-tool/
Dev.to,📢 HMPL v3.1: New major update!,https://dev.to/hmpljs/hmpl-v31-new-major-update-124p
