source,title,url
Hacker News,The struggle of resizing windows on macOS Tahoe,https://noheger.at/blog/2026/01/11/the-struggle-of-resizing-windows-on-macos-tahoe/
TechCrunch,inDrive turns to ads and groceries to diversify revenue,https://techcrunch.com/2026/01/11/indrive-turns-to-ads-and-groceries-to-diversify-revenue/
Dev.to,maqam music,https://dev.to/okan_kaplan_livehtml/maqam-music-4513
