source,title,url
Hacker News,Turtletoy,https://turtletoy.net/
TechCrunch,Netflix co-CEO discussed Warner Bros. deal with Trump,https://techcrunch.com/2025/12/07/netflix-co-ceo-reportedly-discussed-warner-bros-deal-with-trump/
Dev.to,Binary weighted evaluations...how to,https://dev.to/marcosomma/binary-weighted-evaluationshow-to-1a1p
