source,title,url
Hacker News,The 29th International Obfuscated C Code Contest (IOCCC) 2025 Winners,https://www.ioccc.org/2025/
TechCrunch,OpenAI unveils Lockdown Mode to protect sensitive data from prompt injection attacks,https://techcrunch.com/2026/06/06/openai-unveils-lockdown-mode-to-protect-sensitive-data-from-prompt-injection-attacks/
Dev.to,peektea brews on WSL 👀🍵 (and installs in one line),https://dev.to/lovestaco/peektea-brews-on-wsl-and-installs-in-one-line-34ef
