source,title,url
Hacker News,"SHARP, an approach to photorealistic view synthesis from a single image",https://apple.github.io/ml-sharp/
TechCrunch,VCs discuss why most consumer AI startups still lack staying power,https://techcrunch.com/2025/12/15/vcs-discuss-why-most-consumer-ai-startups-still-lack-staying-power/
Dev.to,Back to Basics 2025 Wrapped,https://dev.to/theoriginalbpc/back-to-basics-2025-wrapped-1g5n
