source,title,url
Hacker News,Building a Rust-style static analyzer for C++ with AI,http://mpaxos.com/blog/rusty-cpp.html
TechCrunch,Can a social app fix the ‘terrible devastation’ of social media?,https://techcrunch.com/2026/01/04/can-a-social-app-fix-the-terrible-devastation-of-social-media/
Dev.to,Beyond the Linear CV,https://dev.to/pascal_cescato_692b7a8a20/beyond-the-linear-cv-3fik
