source,title,url
Hacker News,Size of Life,https://neal.fun/size-of-life/
TechCrunch,Baby delivered in Waymo continues proud tradition of not making it to the hospital,https://techcrunch.com/2025/12/10/baby-delivered-in-waymo-continues-proud-tradition-of-not-making-it-to-the-hospital/
Dev.to,Show me your open-source project,https://dev.to/polliog/show-me-your-open-source-project-30gi
