source,title,url
Hacker News,Meta Superintelligence's surprising first paper,https://paddedinputs.substack.com/p/meta-superintelligences-surprising
TechCrunch,Thinking Machines Lab co-founder Andrew Tulloch heads to Meta,https://techcrunch.com/2025/10/11/thinking-machines-lab-co-founder-andrew-tulloch-heads-to-meta/
Dev.to,Latest Software Development News: Mid-October 2025 Roundup,https://dev.to/om_shree_0709/latest-software-development-news-mid-october-2025-roundup-md3
