source,title,url
Hacker News,Where the goblins came from,https://openai.com/index/where-the-goblins-came-from/
TechCrunch,SoftBank is creating a robotics company that builds data centers — and already eyeing a $100B IPO,https://techcrunch.com/2026/04/29/softbank-is-creating-a-robotics-company-that-builds-data-centers-and-already-eyeing-a-100b-ipo/
Dev.to,Forking Paseo: Mobile vibe coding for me,https://dev.to/thisisryanswift/forking-paseo-mobile-vibe-coding-for-me-48pa
