source,title,url
Hacker News,Half-Life 2 in a Browser,https://hl2.slqnt.dev/
TechCrunch,Europe is pushing back on Washington&#8217;s chip war,https://techcrunch.com/2026/06/24/europe-is-pushing-back-on-washingtons-chip-war/
Dev.to,7 New JavaScript Features (And 2 I'm Still Waiting For),https://dev.to/sylwia-lask/7-new-javascript-features-and-2-im-still-waiting-for-2ck8
